"Driver","Year","GP","Pitlane"
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"HAM",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"STR",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"ALB",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
"BOT",2020,"Sakhir",0
